screen_name,برچسب نهایی,has_profile,has_tweet,has_temporal,has_complete_temporal,has_graph,modality_pattern
navidmajd11,human(2),True,True,True,True,False,Profile + Tweet + Temporal
rahayee_,human(2),True,True,False,False,False,Profile + Tweet
AzadChakavak,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Majidirani99,human(2),True,True,False,False,False,Profile + Tweet
Chobin_pahlavi,human(2),True,True,True,True,False,Profile + Tweet + Temporal
leiluniran,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Haleh_Panzer,human(2),True,True,True,True,False,Profile + Tweet + Temporal
pouriazeraati,human(2),True,True,True,True,False,Profile + Tweet + Temporal
naderifar,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
NR2OH,human(2),True,True,True,True,False,Profile + Tweet + Temporal
hajmaameed,human(2),True,True,True,True,False,Profile + Tweet + Temporal
darushirani13,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Katierebel2nd,bot(1),True,True,False,False,False,Profile + Tweet
X4LIREZ4X,human(2),True,True,True,True,False,Profile + Tweet + Temporal
MehdiHajati,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
A_Jafarzadeh,human(2),True,True,True,True,False,Profile + Tweet + Temporal
proudlypersian1,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Tavaana,News Agent(3),True,True,True,True,False,Profile + Tweet + Temporal
HananyaPersian,human(2),True,True,False,False,False,Profile + Tweet
RezaAhmadi_Lion,human(2),True,True,False,False,True,Profile + Tweet + Graph
AdelBadel7,can’t find,True,True,True,True,True,Profile + Tweet + Temporal + Graph
House_MD11,human(2),True,True,True,True,False,Profile + Tweet + Temporal
FattahiFarzad,human(2),True,True,True,True,False,Profile + Tweet + Temporal
ANTYTHEZIS,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
alasht_Iran,human(2),True,True,True,True,False,Profile + Tweet + Temporal
alirezakiani2,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Baharak_Irani,can’t find,True,True,False,False,True,Profile + Tweet + Graph
fereshtehgilaki,human(2),True,True,True,True,False,Profile + Tweet + Temporal
abornaei,human(2),True,True,True,True,False,Profile + Tweet + Temporal
mrhosein00,human(2),True,True,True,True,False,Profile + Tweet + Temporal
powerpeople_,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
nazanin7,human(2),True,True,True,True,False,Profile + Tweet + Temporal
18Mandana,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Ftmh_zhra_jnde,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
abdolah_abdi,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
TaraMedric,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
SalmanSima,human(2),True,True,True,True,False,Profile + Tweet + Temporal
sababagherii,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Iraneshghal,bot(1),True,True,False,False,False,Profile + Tweet
MaximReza3,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Sheina__,human(2),True,True,True,True,False,Profile + Tweet + Temporal
MaryamSarabii,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Miss_Maropelle,human(2),True,True,False,False,False,Profile + Tweet
Alireza7553,human(2),True,True,False,False,False,Profile + Tweet
M0rtezaaaa,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
kouresh_kabir,human(2),True,True,False,False,True,Profile + Tweet + Graph
young_sheldon1,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
koroshCR7,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
SunLight__White,human(2),True,True,True,True,False,Profile + Tweet + Temporal
simonederayeh,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Me_Unstoppable2,human(2),True,True,True,True,False,Profile + Tweet + Temporal
miladpoureisa,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Kamangir_133,human(2),True,True,False,False,True,Profile + Tweet + Graph
pirouzimm,human(2),True,True,True,True,False,Profile + Tweet + Temporal
prime_factor_,human(2),True,True,True,True,False,Profile + Tweet + Temporal
ShaunToub,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Pahlavist2582,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
Armin19910215,human(2),True,True,True,True,False,Profile + Tweet + Temporal
HosseiniRouzbeh,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
remisgp,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
rrghadi01,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
KingMaziyar,bot(1),True,True,False,False,False,Profile + Tweet
fereidonfz,human(2),True,True,True,True,False,Profile + Tweet + Temporal
SaamGivrad,unverified(4),True,True,True,True,True,Profile + Tweet + Temporal + Graph
ImamToosi,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Pahlavi433726,human(2),True,True,False,False,False,Profile + Tweet
Sonofthebeach22,human(2),True,True,True,True,False,Profile + Tweet + Temporal
margbar3fased,human(2),True,True,False,False,False,Profile + Tweet
MahnazShirali,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
MrHiccup42,human(2),True,True,True,True,False,Profile + Tweet + Temporal
arash_tehran,human(2),True,True,True,True,False,Profile + Tweet + Temporal
bernoam,human(2),True,True,False,False,False,Profile + Tweet
rezayyyyy,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
artesh_shah,human(2),True,True,True,True,False,Profile + Tweet + Temporal
sazanist40,human(2),True,True,False,False,True,Profile + Tweet + Graph
iranovsky,human(2),True,True,True,True,False,Profile + Tweet + Temporal
AjaNews_persian,News Agent(3),True,True,True,True,False,Profile + Tweet + Temporal
green_Amir,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Tasnimnews_Fa,News Agent(3),True,True,True,True,True,Profile + Tweet + Temporal + Graph
mandela08940434,human(2),True,True,False,False,False,Profile + Tweet
MChok7,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
JahangirTaban,human(2),True,True,False,False,False,Profile + Tweet
ViemonX,human(2),True,True,True,True,False,Profile + Tweet + Temporal
KayhanLondon,News Agent(3),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Yasmin4freedom,human(2),True,True,True,True,False,Profile + Tweet + Temporal
atheistChild789,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
kiarashfarasat1,human(2),True,True,True,True,False,Profile + Tweet + Temporal
ketn7912,human(2),True,True,False,False,True,Profile + Tweet + Graph
georg_patriot,human(2),True,True,False,False,False,Profile + Tweet
IranianWoman,human(2),True,True,True,True,False,Profile + Tweet + Temporal
NaderSoltanpour,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Zagros1402,human(2),True,True,False,False,False,Profile + Tweet
Astrophil_Mars,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
jwny_ywsf,can’t find,True,True,False,False,False,Profile + Tweet
PsrAsfhan27734,human(2),True,True,True,True,False,Profile + Tweet + Temporal
JoOldooz,human(2),True,True,True,True,False,Profile + Tweet + Temporal
saeed_akbari39,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Shirzad1968,human(2),True,True,False,False,False,Profile + Tweet
Azihastam1,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
callmeraha13,unverified(4),True,True,True,True,True,Profile + Tweet + Temporal + Graph
inazkam,human(2),True,True,True,True,False,Profile + Tweet + Temporal
AliReza_Hafezi1,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
AppleFarsii,News Agent(3),True,True,True,True,False,Profile + Tweet + Temporal
_Hassan_sabbah_,human(2),True,True,True,True,False,Profile + Tweet + Temporal
max_mad777,human(2),True,True,True,True,False,Profile + Tweet + Temporal
ImErmia,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
MasoudSlii,human(2),True,True,False,False,False,Profile + Tweet
Action4IR,human(2),True,True,True,True,False,Profile + Tweet + Temporal
NUFDIran,News Agent(3),True,True,True,True,False,Profile + Tweet + Temporal
Klaus70268175,human(2),True,True,True,True,False,Profile + Tweet + Temporal
mihanimarzban03,human(2),True,True,True,True,False,Profile + Tweet + Temporal
haniiiissss1387,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Nemo_Regnum,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
LoabatK,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
ArianMutter,human(2),True,True,True,True,False,Profile + Tweet + Temporal
lnahalllnahall,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
pasargadguard,human(2),True,True,True,True,False,Profile + Tweet + Temporal
zhina2019,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
steveimcqueen,human(2),True,True,True,True,False,Profile + Tweet + Temporal
kharkhali,human(2),True,True,False,False,False,Profile + Tweet
AliHamid27,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
ProjectLeonOnX,human(2),True,True,True,True,False,Profile + Tweet + Temporal
LibertyIranian,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
bidari60,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Banuirani84,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
derafshkavianee,human(2),True,True,True,True,False,Profile + Tweet + Temporal
realfarid7,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Nemiphos,human(2),True,True,True,True,False,Profile + Tweet + Temporal
ToukaNeyestani,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Liberti2022,human(2),True,True,True,True,False,Profile + Tweet + Temporal
pourya,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
soheili84,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Rchii_joon,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
2_grami,unverified(4),True,True,True,True,True,Profile + Tweet + Temporal + Graph
javid_EPir,unverified(4),True,True,False,False,False,Profile + Tweet
parwaz22,human(2),True,True,True,True,False,Profile + Tweet + Temporal
007mi00,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Ttp0088,News Agent(3),True,True,True,True,False,Profile + Tweet + Temporal
Nickkhoo_arash,human(2),True,True,True,True,False,Profile + Tweet + Temporal
omiddana19,human(2),True,True,False,False,False,Profile + Tweet
Moradian_ir,human(2),True,True,True,True,False,Profile + Tweet + Temporal
jiar06731264,bot(1),True,True,False,False,False,Profile + Tweet
Serpicoo3,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Raha_B_E_1,bot(1),True,True,False,False,True,Profile + Tweet + Graph
Birdofpeacelove,human(2),True,True,False,False,True,Profile + Tweet + Graph
ardeshir1387,human(2),True,True,True,True,False,Profile + Tweet + Temporal
PahlaviReza,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
MasoodBabapoor,human(2),True,True,True,True,False,Profile + Tweet + Temporal
MohajranIran,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
TinaFay1978,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Lilium52709755,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
LocallAndia,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Bachejirjirak,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
parand____,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
LakLak_Muzik,human(2),True,True,True,True,False,Profile + Tweet + Temporal
BardiaGarshasbi,human(2),True,True,True,True,False,Profile + Tweet + Temporal
RezaS49,human(2),True,True,False,False,False,Profile + Tweet
Santamorte00,human(2),True,True,True,True,False,Profile + Tweet + Temporal
indypersian,News Agent(3),True,True,True,True,True,Profile + Tweet + Temporal + Graph
MardomakOnline,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Homan_You,human(2),True,True,True,True,False,Profile + Tweet + Temporal
mahenoghre,human(2),True,True,True,True,False,Profile + Tweet + Temporal
vahid__bahman,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
YaldaRod,human(2),True,True,False,False,True,Profile + Tweet + Graph
AliZolg85051503,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Masad75405681,bot(1),True,True,False,False,True,Profile + Tweet + Graph
Hila1363,human(2),True,True,False,False,True,Profile + Tweet + Graph
Nastaran9638495,bot(1),True,True,False,False,True,Profile + Tweet + Graph
irantehran401,human(2),True,True,True,True,False,Profile + Tweet + Temporal
shahdadh59,human(2),True,True,True,True,False,Profile + Tweet + Temporal
DrShehabP,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
samadiHosein,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Sinnerlondon,human(2),True,True,False,False,False,Profile + Tweet
arsh9933,human(2),True,True,False,False,False,Profile + Tweet
TonyFreeman2015,human(2),True,True,True,True,False,Profile + Tweet + Temporal
iranzad_98,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
ZAAL1474,unverified(4),True,True,False,False,False,Profile + Tweet
sepahani,human(2),True,True,True,True,False,Profile + Tweet + Temporal
inventor_kevin,human(2),True,True,True,True,False,Profile + Tweet + Temporal
VOAfarsi,News Agent(3),True,True,True,True,True,Profile + Tweet + Temporal + Graph
saramobarez1,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
gh0lch0magh,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Nezha_9515,bot(1),True,True,False,False,False,Profile + Tweet
RustaMasoud,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
pahlavikhah43,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Forouzandy,human(2),True,True,True,True,False,Profile + Tweet + Temporal
maryan1810,human(2),True,True,False,False,False,Profile + Tweet
Behrouzjt,human(2),True,True,True,True,False,Profile + Tweet + Temporal
ssaallaar,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Samar_Iran,human(2),True,True,False,False,False,Profile + Tweet
mikhake_noqrehi,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
iran_vdt,human(2),True,True,True,True,False,Profile + Tweet + Temporal
nesbyat,human(2),True,True,True,True,False,Profile + Tweet + Temporal
neptunegalaxy21,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
IamZeus6,human(2),True,True,True,True,False,Profile + Tweet + Temporal
LisaDaftari,human(2),True,True,True,True,False,Profile + Tweet + Temporal
RadmanIrani,human(2),True,True,True,True,False,Profile + Tweet + Temporal
secular_d,human(2),True,True,True,True,False,Profile + Tweet + Temporal
majidfallah11,human(2),True,True,False,False,False,Profile + Tweet
Sadaf__12,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Shahinlooo,can’t find,True,True,True,True,True,Profile + Tweet + Temporal + Graph
hs_maryam,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
kuroosh521,unverified(4),True,True,False,False,False,Profile + Tweet
KasraAarabi,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Alighazizade,human(2),True,True,True,True,False,Profile + Tweet + Temporal
AsbeAtash45,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
azarthepersian,human(2),True,True,False,False,True,Profile + Tweet + Graph
Monarchy34,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
sanazazanas,human(2),True,True,True,True,False,Profile + Tweet + Temporal
mnz1033,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
TinaGhazimorad,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
barayeiran9,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Fahimehkhezr,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
BabakShekarabi,human(2),True,True,True,True,False,Profile + Tweet + Temporal
aghachurchill,human(2),True,True,True,True,False,Profile + Tweet + Temporal
mery202120,human(2),True,True,True,True,False,Profile + Tweet + Temporal
golnarjahanbani,unverified(4),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Shaheenchevv,human(2),True,True,False,False,False,Profile + Tweet
runykeyoldpics,human(2),True,True,True,True,False,Profile + Tweet + Temporal
HosseinAshtarii,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
MajidTavakolii,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Haghgooie,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
ParhamRamin,human(2),True,True,False,False,False,Profile + Tweet
shararehtalaeii,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Ariaroshangar,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
rahimy166,human(2),True,True,True,True,False,Profile + Tweet + Temporal
DarGoldan2,human(2),True,True,False,False,False,Profile + Tweet
Ebne_noah,human(2),True,True,False,False,False,Profile + Tweet
Tanha59977799,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
CinemaRex,News Agent(3),True,True,True,True,False,Profile + Tweet + Temporal
GhorbaniiNiyak,human(2),True,True,False,False,True,Profile + Tweet + Graph
mahdieh_golroo,human(2),True,True,True,True,False,Profile + Tweet + Temporal
AminBehroozi2,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Delban_Sa,human(2),True,True,True,True,False,Profile + Tweet + Temporal
SFaeze_Alavi,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Vahid,News Agent(3),True,True,True,True,True,Profile + Tweet + Temporal + Graph
iraj_mesdaghi,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Tanha_5566,human(2),True,True,False,False,True,Profile + Tweet + Graph
farashgardii02,human(2),True,True,True,True,False,Profile + Tweet + Temporal
IrBozorg,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Camel6561,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Im_zhozefin,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Tondar1985,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Mohamad43059166,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
mahsa_piraei,human(2),True,True,False,False,False,Profile + Tweet
IranLionness,human(2),True,True,True,True,False,Profile + Tweet + Temporal
MehranShirazii,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Khosrowalikord2,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
persian_warior,human(2),True,True,True,True,False,Profile + Tweet + Temporal
baran_mehr36,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Arezurose,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
Pro_Pahlavi,bot(1),True,True,False,False,False,Profile + Tweet
starbombaIR,human(2),True,True,False,False,False,Profile + Tweet
iranariyayi64,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
siavash_sepehr0,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
smjm1972,bot(1),True,True,False,False,False,Profile + Tweet
saeid_555555,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
seyedMuostafa,human(2),True,True,True,True,False,Profile + Tweet + Temporal
shino_sdch,human(2),True,True,True,True,False,Profile + Tweet + Temporal
JaneVatan,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
iranologyscty,human(2),True,True,True,True,False,Profile + Tweet + Temporal
riokhosravi,human(2),True,True,False,False,False,Profile + Tweet
RadioFarda_,News Agent(3),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Sandisodoleh,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
honarparvar2020,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
pizza_facey,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Nokhod_f,human(2),True,True,True,True,False,Profile + Tweet + Temporal
zahra_hp_1,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
BB_Goal,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
mohammadd4456,human(2),True,True,True,True,False,Profile + Tweet + Temporal
k_Mostafavi,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
siavosh48,human(2),True,True,False,False,False,Profile + Tweet
itsgisou,human(2),True,True,False,False,False,Profile + Tweet
TahsinZhaleh,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Overthrower_,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Cheguevara_Amir,human(2),True,True,False,False,False,Profile + Tweet
FarzanehAghaei,human(2),True,True,True,True,False,Profile + Tweet + Temporal
amir41355273,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
ebrahimi_mazyar,human(2),True,True,False,False,False,Profile + Tweet
MajidH44995071,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
AmirTaheri4,can’t find,True,True,True,True,True,Profile + Tweet + Temporal + Graph
fcpii_official,human(2),True,True,False,False,False,Profile + Tweet
aryaieeasil,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
shahii1984,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Nazdooneh1376,unverified(4),True,False,True,True,False,Profile + Temporal
ArianArian00,human(2),True,True,True,True,False,Profile + Tweet + Temporal
SHAYA9000,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
shayan_shahnazi,human(2),True,True,False,False,True,Profile + Tweet + Graph
AhmadySetareh,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Matinkhaledii,human(2),True,True,True,True,False,Profile + Tweet + Temporal
venus133333,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Teeegra,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
OfficialSimin,human(2),True,True,True,True,False,Profile + Tweet + Temporal
KalavaniSamad,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Borhan_Majd,unverified(4),True,True,False,False,False,Profile + Tweet
FaranakAzad1,human(2),True,True,True,True,False,Profile + Tweet + Temporal
sadat110_hosna,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
ManotoNews,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
SinaToossi,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
FarhadiIvar,human(2),True,True,False,False,False,Profile + Tweet
ItsKouroshKabir,bot(1),True,True,False,False,False,Profile + Tweet
PnMd1982,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Reddington_LA,human(2),True,True,False,False,True,Profile + Tweet + Graph
Banuyetehrani,bot(1),True,True,False,False,False,Profile + Tweet
Iranetanha,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
mahrokh19726311,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Cilia1919,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
HiwaTubeAI,bot(1),True,True,False,False,False,Profile + Tweet
Arad60292050,bot(1),True,True,False,False,False,Profile + Tweet
RufusBeyn,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Saeed48920740,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
moslehiali,human(2),True,True,True,True,False,Profile + Tweet + Temporal
IranIntl,News Agent(3),True,True,True,True,True,Profile + Tweet + Temporal + Graph
sheykhbabar2,human(2),True,True,True,True,False,Profile + Tweet + Temporal
mollah,human(2),True,True,True,True,False,Profile + Tweet + Temporal
LadiKhanom,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
mohammad2zab,human(2),True,True,True,True,False,Profile + Tweet + Temporal
iranwire,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Pegahan__,human(2),True,True,True,True,False,Profile + Tweet + Temporal
dariush25371,human(2),True,True,True,True,False,Profile + Tweet + Temporal
drpezeshkian2,News Agent(3),True,True,True,True,False,Profile + Tweet + Temporal
AccuracyHHM,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Radman2576,human(2),True,True,True,True,False,Profile + Tweet + Temporal
xBx73mOl77qBATH,human(2),True,True,True,True,False,Profile + Tweet + Temporal
saba_khoi,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
sattarkhan121,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Adlin_SheHulk,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
azarbayjanX,human(2),True,True,True,True,False,Profile + Tweet + Temporal
RealPersianGod,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
5pickkk,unverified(4),True,True,True,True,True,Profile + Tweet + Temporal + Graph
mahsa_300,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Calling_Parisa,human(2),True,True,False,False,False,Profile + Tweet
TNitrT,human(2),True,True,True,True,False,Profile + Tweet + Temporal
SafaiDarya,human(2),True,True,True,True,False,Profile + Tweet + Temporal
RBehrouzDO,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
BeniSabti,human(2),True,True,True,True,False,Profile + Tweet + Temporal
rahar9075,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
golberg2582,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
flexcr7,human(2),True,True,False,False,False,Profile + Tweet
RosebudDonKhoan,human(2),True,True,False,False,False,Profile + Tweet
AAzadian2005,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
KingBacker1,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
PahlaviahoraeeP,bot(1),True,True,True,True,True,Profile + Tweet + Temporal + Graph
iran33k,human(2),True,True,False,False,False,Profile + Tweet
IranNovinParty,News Agent(3),True,True,True,True,True,Profile + Tweet + Temporal + Graph
MOperaPhantom,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
SedSia,human(2),True,True,True,True,False,Profile + Tweet + Temporal
balochestan1422,human(2),True,True,True,True,False,Profile + Tweet + Temporal
ShiraziShaheen,can’t find,True,True,True,True,True,Profile + Tweet + Temporal + Graph
Bahar__Bahari,human(2),True,True,True,True,False,Profile + Tweet + Temporal
AriaVatanpour,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
jabijoon26588,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
iranianbamdad20,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
lexi__princess,human(2),True,True,True,True,False,Profile + Tweet + Temporal
soroush_mary,bot(1),True,True,False,False,False,Profile + Tweet
Bahar_e_Azadi,human(2),True,True,True,True,False,Profile + Tweet + Temporal
kaveh_shirzad,human(2),True,True,True,True,False,Profile + Tweet + Temporal
shadisadr,human(2),True,True,True,True,False,Profile + Tweet + Temporal
EboshiJasmine,human(2),True,True,True,True,False,Profile + Tweet + Temporal
khshayartaj,can’t find,True,True,True,True,True,Profile + Tweet + Temporal + Graph
rasulbajelan,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
siaayrom,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
dariush_omran,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Kourosh634,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
Shahin56802127,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Me_Hamed_Myself,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
With_pahlavi3,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
ArdavanMofid,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Hossein_68_38,human(2),True,True,True,True,False,Profile + Tweet + Temporal
UomoMees,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
ShahramMakoui48,human(2),True,True,False,False,False,Profile + Tweet
CameronBehzadi,human(2),True,True,True,True,False,Profile + Tweet + Temporal
ShDelfan,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Vatanamk,can’t find,True,True,True,True,False,Profile + Tweet + Temporal
Dadylongleggpv,human(2),True,True,True,True,False,Profile + Tweet + Temporal
HastiGh4,unverified(4),True,True,False,False,True,Profile + Tweet + Graph
Trdigrade,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Asayesh176,can’t find,True,False,True,True,True,Profile + Temporal + Graph
parysatis_banoo,human(2),True,True,True,True,True,Profile + Tweet + Temporal + Graph
Aramofen,human(2),True,True,True,True,False,Profile + Tweet + Temporal
Aryan_phoenix,unverified(4),True,True,True,True,False,Profile + Tweet + Temporal
Zimmermann____,bot(1),True,True,True,True,False,Profile + Tweet + Temporal
